Song,Moods,Styles,Vocals,Speaker,Skills,Timbres,Score,Split
MT0028752173,"Boisterous,Confident,Dreamy,Earnest,Gentle,Hypnotic,Organic,Passionate,Plaintive,Relaxed,Reserved,Reverent,Rousing,Spiritual,Stately,Warm",Roots Reggae,F3-Monster-Pop-甜美抒情09.wav,F3,"vibrato, legato","gentle, clear, warm",0.472,train
MT0014581361,"Aggressive,Gritty,Harsh,Malevolent,Nihilistic,Ominous,Raucous,Rousing,Rowdy,Volatile","Heavy Metal,Rap-Metal,Speed/Thrash Metal",F4-Consequence-Pop-抒情12.wav,F4,"vibrato, legato","gentle, bright, smooth",0.082,train
MT0001841416,"Brash,Bravado,Confrontational,Earnest,Greasy,Gritty,Lazy,Organic,Plaintive,Reflective,Street-Smart,Swaggering,Uncompromising","Acoustic Texas Blues,Country Blues,Regional Blues,Texas Blues",F4-BlankSpace-Pop-抒情31.wav,F4,"vibrato, breathy tone","gentle, bright, clear",0.115,train
MT0001653728,"Sentimental,Spiritual",Outlaw Country,Alto-2_Glissando_Love_Me_Like_You_Do_Control_Group_0000.wav,Alto-2,"vibrato, smooth delivery","bright, gentle, clear",0.385,train
MT0008138963,"Detached,Dreamy,Earnest,Greasy,Innocent,Intimate,Knotty,Lazy,Naive,Plaintive,Reflective,Reserved,Sardonic,Sensual,Sparse,Street-Smart,Theatrical,Warm,Whimsical,Wistful","Rockabilly,Traditional Country",Tenor-1_Pharyngeal_I_Knew_You_Were_Trouble_Control_Group_0008.wav,Tenor-1,"vibrato, falsetto, breathy tone","bright, gentle, light",0.585,train
MT0001889075,"Aggressive,Angry,Brash,Confrontational,Harsh,Hostile,Intense,Literate,Menacing,Rebellious,Street-Smart,Thuggish,Uncompromising,Volatile","Gangsta Rap,Hardcore Rap,West Coast Rap",Alto-1_Mixed_Voice_and_Falsetto_all_is_found_Mixed_Voice_Group_0000.wav,Alto-1,"vibrato, legato","clear, gentle, bright",0.015,train
MT0006813360,"Brooding,Cerebral,Clinical,Detached,Eerie,Ethereal,Hypnotic,Intimate,Melancholy,Nocturnal,Reflective","Alternative Pop/Rock,Alternative/Indie Rock",F4-SafeAndSound-Pop-正常抒情06.wav,F4,"vibrato, belting","warm, bright, clear",0.415,train
MT0000398595,"Amiable/Good-Natured,Confident,Energetic,Exuberant,Freewheeling,Intense,Lively,Passionate,Plaintive,Rousing,Smooth,Soothing,Spiritual,Wistful",Soul,Tenor-1_Mixed_Voice_and_Falsetto_Sparks_Fly_Control_Group_0008.wav,Tenor-1,"vibrato, falsetto","warm, gentle, smooth",0.815,train
MT0007068165,"Boisterous,Brash,Confident,Fiery,Gutsy,Poignant,Provocative,Rambunctious,Relaxed,Rousing,Street-Smart,Swaggering,Uncompromising","Alternative Rap,East Coast Rap",MT0007068165_vocals.wav,Ludacris,"flow, rhythmic delivery, articulation","raw, gritty, confident",0.985,train
MT0003435704,"Anguished/Distraught,Brooding,Delicate,Dramatic,Earnest,Gentle,Gloomy,Plaintive,Poignant,Restrained,Sad,Soft/Quiet,Somber,Weary,Yearning","Adult Contemporary,Contemporary Country,Country-Pop,Neo-Traditionalist Country",Alto-2_Pharyngeal_My_Love_Paired_Speech_Group_0008.wav,Alto-2,"legato, vibrato","gentle, breathy, clear",0.915,train
MT0002844771,"Intimate,Lonely,Pure,Sad,Sentimental,Yearning","Adult Contemporary,Club/Dance,Country-Pop",M2-Sandy-Pop-夸张03.wav,M2,"vibrato, falsetto","gentle, airy",0.895,train
MT0000447539,"Laid-Back/Mellow,Sad",,Alto-1_Glissando_trouble_is_a_friend_Control_Group_0005.wav,Alto-1,"vibrato, smooth legato","gentle, clear, smooth",0.082,train
MT0001157069,Sad,,Alto-2_Breathy_Someone_Like_You_Breathy_Group_0008.wav,Alto-2,"vibrato, head voice, breath control","gentle, clear, airy",0.785,train
MT0003349423,"Aggressive,Boisterous,Brash,Confident,Exciting,Exuberant,Fierce,Fiery,Gutsy,Intense,Nihilistic,Outrageous,Passionate,Raucous,Rebellious,Reckless,Rowdy,Swaggering,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","Avant-Garde Jazz,Free Jazz,Hard Bop,Jazz Instrument,Mainstream Jazz,Progressive Jazz,Saxophone Jazz",MT0003349423_vocals.wav,David Murray Octet,"vibrato, glissando, head voice","breathy, gentle, light",0.032,train
MT0000714708,"Lively,Celebratory,Freewheeling,Reflective,Ethereal,Intimate,Sophisticated,Elegant,Joyous,Sexy,Wistful,Stylish,Complex,Provocative,Sensual,Fun",,MT0000714708_vocals.wav,Madonna,"belting, vibrato, clear diction","bright, powerful, clear",0.982,train
MT0034670435,"Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Heavy Metal",Alto-2_Vibrato_All_of_Me_Paired_Speech_Group_0004.wav,Alto-2,"straight tone, clear delivery","bright, clear, light",0.075,train
MT0003753139,"Atmospheric,Boisterous,Bright,Cerebral,Complex,Dramatic,Earnest,Elaborate,Energetic,Hypnotic,Lively,Lush,Nocturnal,Passionate,Poignant,Provocative,Rousing,Sentimental,Soothing,Sophisticated,Sparkling,Stylish,Warm","Adult Contemporary,Contemporary Pop/Rock,Soft Rock",MT0003753139_vocals.wav,Annie Lennox,"belting, vibrato","soulful, gritty, warm",0.995,train
MT0003390733,"Brash,Bright,Carefree,Celebratory,Confident,Dramatic,Energetic,Exciting,Exuberant,Hypnotic,Passionate,Playful,Sexy,Sparkling,Stylish,Summery,Swaggering,Sweet,Warm","Contemporary R&B,Urban",Alto-2_Pharyngeal_Dream_It_Possible_Paired_Speech_Group_0002.wav,Alto-2,"vibrato, legato","gentle, airy, clear",0.157,train
MT0005241287,"Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","Heavy Metal,Progressive Metal,Speed/Thrash Metal",MT0005241287_vocals.wav,Megadeth,"belting, rasp, vibrato","gritty, powerful, raw",0.978,train
MT0003787478,"Aggressive,Angry,Bitter,Bravado,Confrontational,Energetic,Harsh,Hostile,Malevolent,Menacing,Reckless,Rousing,Snide,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","Contemporary Reggae,Dancehall",Alto-1_Mixed_Voice_and_Falsetto_make_it_shine_Paired_Speech_Group_0005.wav,Alto-1,"Straight Tone, Airy Delivery","Bright, Clear, Gentle",0.067,train
MT0001377742,"Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Death Metal,Heavy Metal",MT0001377742_vocals.wav,Pungent Stench,"Vibrato, Belting, Falsetto","Bright, Clear, Gentle",0.285,train
MT0012794033,"Amiable/Good-Natured,Delicate,Earnest,Gentle,Intimate,Laid-Back/Mellow,Light,Melancholy,Passionate,Refined,Reflective,Romantic,Self-Conscious,Sensual,Sentimental,Smooth,Soft/Quiet,Warm","Country-Pop,Traditional Country",Alto-1_Mixed_Voice_and_Falsetto_somewhere_over_the_rainbow_Control_Group_0007.wav,Alto-1,"vibrato, head voice, legato","gentle, clear, soft",0.475,train
MT0000811092,"Calm/Peaceful,Delicate,Dreamy,Earnest,Elegant,Intimate,Nocturnal,Pastoral,Poignant,Refined,Relaxed,Reserved,Romantic,Sentimental,Soft/Quiet,Soothing,Sweet,Warm,Wistful","Standards,Traditional Pop,Vocal Jazz",F3-YouAreTheReason-Pop-低音慵懒抒情27.wav,F3,"belting, vibrato","warm, powerful",0.285,train
MT0008813309,"Boisterous,Erotic,Euphoric,Mighty,Positive,Pulsing","Club/Dance,Soul",Tenor-1_Mixed_Voice_and_Falsetto_I_Knew_You_Were_Trouble_Paired_Speech_Group_0003.wav,Tenor-1,"vibrato, chest voice","warm, gentle, clear",0.115,train
MT0009581924,"Dramatic,Earthy,Gritty,Gutsy,Intense,Passionate,Romantic,Sensual,Swaggering,Yearning",Modern Electric Blues,Tenor-1_Vibrato_Always_Remember_Us_This_Way_Control_Group_0003.wav,Tenor-1,"vibrato, legato","clear, light, nasal",0.182,train
MT0010487769,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat",Alto-2_Mixed_Voice_and_Falsetto_Easy_On_Me_Mixed_Voice_Group_0001.wav,Alto-2,"vibrato, legato","gentle, soft, clear",0.142,train
MT0028691865,"Brash,Bravado,Confrontational,Earnest,Greasy,Gritty,Lazy,Organic,Plaintive,Reflective,Street-Smart,Swaggering,Uncompromising","Acoustic Texas Blues,Country Blues,Regional Blues,Texas Blues",F1-StJamesInfirmary-Jazz-力量43.wav,F1,"vibrato, legato","clear, gentle, bright",0.215,train
MT0003336800,"Aggressive,Cathartic,Confrontational,Energetic,Fierce,Hostile,Malevolent,Manic,Outraged,Raucous,Rebellious,Reckless,Rousing,Visceral,Volatile","Alternative/Indie Rock,American Underground,Hardcore Punk,Heavy Metal,Punk Metal,Punk/New Wave",F1-summertime-Jazz-慵懒15.wav,F1,"vibrato, head voice, legato","gentle, soft, ethereal",0.025,train
A017,"Poignant,Laid-Back/Mellow,Romantic,Warm,Relaxed,Sweet,Sentimental,Intimate,Calm/Peaceful,Gentle",,Alto-2_Mixed_Voice_and_Falsetto_Five_Hundred_Miles_Falsetto_Group_0006.wav,Alto-2,"Legato, Steady Pitch, Clean Delivery","Gentle, Clear, Breathy",0.385,train
MT0033717316,"Bravado,Confident,Hedonistic,Provocative,Relaxed,Restrained,Sexual,Sexy,Slick,Smooth,Street-Smart,Swaggering,Thuggish,Warm","Hardcore Rap,Southern Rap",M2-CriesInADistance-Pop-夸张06.wav,M2,"vibrato, legato","warm, gentle, clear",0.525,train
MT0012330276,"Earnest,Gentle,Intimate,Joyous,Lush,Romantic,Sentimental,Sweet","Film Music,Soundtracks",Alto-1_Mixed_Voice_and_Falsetto_yesterday_once_more_Control_Group_0002.wav,Alto-1,"Vibrato, Legato","Warm, Gentle, Clear",0.785,train
MT0009169626,"Bittersweet,Brooding,Cerebral,Earnest,Earthy,Gloomy,Intimate,Laid-Back/Mellow,Literate,Melancholy,Poignant,Reflective,Relaxed,Searching,Sentimental,Somber,Warm,Weary,Yearning","Alternative Folk,Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Singer/Songwriter,Country-Rock,Indie Rock,Lo-Fi,Singer/Songwriter",Tenor-1_Glissando_Shallow_Paired_Speech_Group_0004.wav,Tenor-1,"straight-tone, legato, conversational","gentle, breathy, clear",0.925,train
MT0001435061,"Boisterous,Dramatic,Earnest,Earthy,Fierce,Greasy,Gritty,Gutsy,Intense,Intimate,Passionate,Street-Smart,Swaggering,Weary,Yearning","Blues-Rock,Electric Texas Blues,Regional Blues,Rock & Roll",F1-IDreamedADream-Musical-抒情力量27.wav,F1,"vibrato, controlled tone","clear, gentle, smooth",0.125,train
MT0005189351,"Belligerent,Gloomy,Lively,Narcotic,Pulsing,Strong","Alternative/Indie Rock,Shoegaze",Tenor-1_Breathy_Rolling_in_the_Deep_Breathy_Group_0004.wav,Tenor-1,"falsetto, vibrato","warm, bright, clear",0.925,train
MT0001528638,"Amiable/Good-Natured,Bright,Carefree,Cheerful,Freewheeling,Gentle,Happy,Innocent,Joyous,Light,Relaxed,Smooth,Whimsical","Christmas,Holidays,Vocal Pop",Alto-1_Mixed_Voice_and_Falsetto_all_is_found_Control_Group_0003.wav,Alto-1,"vibrato, head voice","gentle, clear, bright",0.215,train
MT0003597979,"Amiable/Good-Natured,Confident,Earthy,Organic,Rollicking,Rousing,Swaggering","Chicago Blues,Electric Blues,Electric Chicago Blues,Regional Blues",MT0003597979_vocals.wav,Howlin' Wolf,"belting, growl, rhythmic delivery","husky, raw, powerful",0.985,train
MT0006810990,"Aggressive,Angry,Anguished/Distraught,Brash,Bravado,Cathartic,Confident,Confrontational,Dramatic,Earnest,Energetic,Fiery,Gutsy,Knotty,Passionate,Rebellious,Rowdy,Self-Conscious,Street-Smart,Summery,Swaggering,Urgent,Volatile","Alternative Pop/Rock,Alternative/Indie Rock,Hardcore Punk,Punk/New Wave,Straight-Edge",Alto-2_Mixed_Voice_and_Falsetto_Call_Me_Maybe_Mixed_Voice_Group_0000.wav,Alto-2,"straight-tone, legato","bright, gentle, light",0.115,train
MT0000353361,"Earthy,Intimate,Melancholy,Plaintive,Reflective,Romantic,Sad,Somber,Stylish,Weary,Wry","Honky Tonk,Traditional Country",M2-CriesInADistance-Pop-抒情18.wav,M2,"vibrato, head voice","breathy, light, gentle",0.385,train
MT0007353661,"Agreeable,Calm/Peaceful,Dreamy,Pulsing,Romantic","Adult Contemporary,Contemporary Pop/Rock,Folk-Pop,Singer/Songwriter,Soft Rock",Tenor-1_Mixed_Voice_and_Falsetto_Always_Remember_Us_This_Way_Falsetto_Group_0007.wav,Tenor-1,"Vibrato, Head voice","Nasal, Bright, Light",0.385,train
MT0009495284,"Bittersweet,Dramatic,Earnest,Earthy,Gentle,Insular,Intimate,Laid-Back/Mellow,Literate,Melancholy,Passionate,Plaintive,Refined,Reflective,Reserved,Sentimental,Sophisticated,Sparse,Theatrical,Weary,Yearning","Adult Contemporary,Contemporary Pop/Rock,Contemporary Singer/Songwriter,Singer/Songwriter,Soft Rock",Alto-2_Pharyngeal_My_Heart_Will_Go_On_Control_Group_0001.wav,Alto-2,"vibrato, breath control","clear, gentle",0.628,train
MT0005511334,"Bittersweet,Calm/Peaceful,Delicate,Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Reflective,Soothing,Warm","Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock,Neo-Traditional Folk",MT0005511334_vocals.wav,Natalie Merchant,"vibrato, falsetto","warm, gentle, clear",0.983,train
MT0000735056,"Aggressive,Belligerent,Boisterous,Negative,Nervous/Jittery,Pulsing,Strong","Heavy Metal,Progressive Metal",Alto-2_Mixed_Voice_and_Falsetto_Hello_Falsetto_Group_0000.wav,Alto-2,"vibrato, breathy","gentle, warm, soft",0.015,train
MT0000475876,"Bright,Celebratory,Cheerful,Freewheeling,Fun,Light,Lively,Playful,Sexy,Slick,Stylish,Summery","Club/Dance,Dance-Pop,Latin Dance,Latin Pop,Urban",Tenor-1_Mixed_Voice_and_Falsetto_Take_a_Bow_Mixed_Voice_Group_0008.wav,Tenor-1,"falsetto, vibrato","gentle, smooth, airy",0.125,train
MT0008649724,"Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Club/Dance,Contemporary Pop/Rock,Death Metal,Heavy Metal",Alto-2_Breathy_Safe_and_Sound_Control_Group_0006.wav,Alto-2,"vibrato, soft delivery","gentle, soft, breathy",0.015,train
MT0012124855,"Angst-Ridden,Bitter,Cathartic,Confrontational,Harsh,Outraged,Raucous,Rebellious,Urgent,Visceral,Volatile","British Punk,Punk,Punk/New Wave",F1-FlyMeToTheMoon-PopJazz-正常夸张03.wav,F1,"vibrato, legato","gentle, warm, soft",0.072,train
MT0000066236,"Anguished/Distraught,Brash,Confident,Confrontational,Energetic,Exciting,Fierce,Fiery,Hostile,Manic,Outrageous,Ramshackle,Rebellious,Rousing,Uncompromising,Urgent","Hardcore Punk,Punk/New Wave,Straight-Edge",F2-ThinkOfMe-ChineseFolk-抒情65.wav,F2,"falsetto, vibrato","gentle, airy",0.082,train
MT0029574551,"Atmospheric,Delicate,Dreamy,Elegant,Ethereal,Gentle,Insular,Intimate,Literate,Refined,Reflective,Reserved,Reverent,Smooth,Soft/Quiet,Somber,Sophisticated,Wintry","Adult Contemporary,Christmas,Holidays",F1-summertime-Opera-正常抒情02.wav,F1,"vibrato, legato, head voice","clear, ethereal, gentle",0.985,train
MT0034403951,"Aggressive,Cathartic,Fierce,Fiery,Harsh,Hostile,Intense,Menacing,Poignant,Rebellious,Rousing,Tense/Anxious,Uncompromising,Urgent,Visceral","Alternative/Indie Rock,American Underground,Post-Hardcore",Tenor-1_Pharyngeal_You_Belong_With_Me_Paired_Speech_Group_0011.wav,Tenor-1,"straight-tone, gentle delivery","clear, youthful, nasal",0.095,train
MT0009601423,"Aggressive,Angry,Bleak,Harsh,Hostile,Malevolent,Menacing,Nihilistic,Ominous,Visceral","Black Metal,Heavy Metal,Noise",F1-CityOfStars-Jazz-正常18.wav,F1,"vibrato, legato","gentle, clear, bright",0.082,train
MT0008045785,"Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Contemporary Pop/Rock,Heavy Metal,Rap-Metal",Tenor-1_Glissando_I_Knew_You_Were_Trouble_Glissando_Group_0000.wav,Tenor-1,"vibrato, falsetto","gentle, clear, bright",0.025,train
MT0009769816,"Atmospheric,Autumnal,Calm/Peaceful,Delicate,Earnest,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Organic,Plaintive,Reflective,Reserved,Sentimental,Thoughtful,Warm,Wistful,Yearning","Alternative Singer/Songwriter,Alternative/Indie Rock,British Folk-Rock,Progressive Folk",M2-AWholeNewWorld-Pop-夸张.wav,M2,"vibrato, belting, falsetto","bright, clear, gentle",0.235,train
MT0001051344,"Atmospheric,Calm/Peaceful,Delicate,Dreamy,Earthy,Ethereal,Gentle,Hypnotic,Intimate,Laid-Back/Mellow,Light,Nocturnal,Relaxed,Reserved,Soft/Quiet,Soothing,Springlike","Ambient,Contemporary Instrumental,Ethnic Fusion,Neo-Classical,Progressive Electronic",Tenor-1_Pharyngeal_I_Knew_You_Were_Trouble_Pharyngeal_Group_0008.wav,Tenor-1,"vibrato, falsetto, emotive phrasing","bright, clear, reedy",0.872,train
MT0010662602,"Delicate,Dramatic,Elaborate,Elegant,Ethereal,Hypnotic,Lush,Melancholy,Nocturnal,Refined,Reflective,Sparkling,Wintry","Adult Alternative,Contemporary Instrumental,Ethnic Fusion,Progressive Electronic",Alto-2_Glissando_Someone_Like_You_Control_Group_0003.wav,Alto-2,"vibrato, head voice","warm, gentle, clear",0.867,train
MT0006696891,"Aggressive,Brash,Cerebral,Clinical,Complex,Confrontational,Fiery,Freewheeling,Hypnotic,Intense,Laid-Back/Mellow,Menacing,Street-Smart,Trippy,Visceral,Volatile","Experimental Techno,Glitch,IDM,Techno,Underground Rap",Tenor-1_Pharyngeal_Million_Reasons_Control_Group_0002.wav,Tenor-1,"vibrato, falsetto, head voice","warm, clear, gentle",0.092,train
MT0009577134,"Aggressive,Dramatic,Energetic,Gritty,Gutsy,Hypnotic,Manic,Menacing,Nocturnal,Ominous,Self-Conscious,Slick,Spooky,Tense/Anxious,Theatrical,Unsettling,Volatile","Hard Rock,Heavy Metal",F4-YouAreTheReason-Pop-力量08.wav,F4,"vibrato, legato","warm, gentle, clear",0.127,train
MT0031626819,"Bittersweet,Delicate,Earnest,Gentle,Innocent,Intimate,Laid-Back/Mellow,Melancholy,Naive,Poignant,Refined,Reflective,Reserved,Sentimental,Smooth,Soft/Quiet,Weary,Wistful","Close Harmony,Country-Pop,Early Pop/Rock,Rock & Roll",Tenor-1_Mixed_Voice_and_Falsetto_Look_What_You_Make_Me_Do_Falsetto_Group_0000.wav,Tenor-1,"falsetto, head voice, vibrato","gentle, airy, soft",0.185,train
MT0000089410,"Agreeable,Dreamy,Intimate,Lonely,Relaxed,Romantic,Sentimental,Sweet",Adult Contemporary,Tenor-1_Mixed_Voice_and_Falsetto_What_Was_I_Made_For？_Control_Group_0005.wav,Tenor-1,"vibrato, straight tone","clear, gentle, smooth",0.215,train
MT0010741252,"Calm/Peaceful,Earnest,Elegant,Intimate,Precious,Refined,Restrained,Romantic,Stylish,Sweet","Contemporary Pop/Rock,Dance-Pop,Latin Dance,Latin Pop,Urban",Tenor-1_Glissando_Enchanted_Control_Group_0001.wav,Tenor-1,"falsetto, vibrato","gentle, bright, breathy",0.372,train
MT0006654122,"Bleak,Brooding,Complex,Detached,Difficult,Hedonistic,Indulgent,Malevolent,Menacing,Self-Conscious,Somber,Urgent,Weary","Alternative Metal,Art Rock,Heavy Metal,Nï¿½ Metal,Post-Grunge",M1-PeacefulEasyFeeling-CountryRock-正常05.wav,M1,"vibrato, falsetto","warm, gentle, clear",0.215,train
MT0005556630,"Agreeable,Calm/Peaceful,Dreamy,Positive,Romantic",Adult Contemporary,Tenor-1_Mixed_Voice_and_Falsetto_Love_on_the_Brain_Paired_Speech_Group_0000.wav,Tenor-1,"legato, straight-tone","gentle, breathy, soft",0.29,train
MT0011659985,"Amiable/Good-Natured,Calm/Peaceful,Carefree,Cheerful,Delicate,Earnest,Elegant,Ethereal,Gentle,Intimate,Lush,Refined,Relaxed,Romantic,Sentimental,Smooth,Soft/Quiet,Soothing,Sophisticated,Springlike,Stylish,Warm","Traditional Pop,Vocal Jazz,Vocal Pop",Alto-2_Glissando_A_Thousand_Years_Glissando_Group_0000.wav,Alto-2,"vibrato, legato","clear, bright, gentle",0.783,train
MT0005054643,"Amiable/Good-Natured,Cheerful,Confident,Earthy,Effervescent,Light,Organic,Playful,Relaxed,Romantic,Spiritual,Sweet","Contemporary Reggae,Reggae-Pop",Alto-1_Mixed_Voice_and_Falsetto_let_it_go_Mixed_Voice_Group_0006.wav,Alto-1,"belting, vibrato","bright, clear",0.172,train
MT0028452849,"Energetic,Freewheeling,Humorous,Irreverent,Playful,Rousing,Witty","Alternative Pop/Rock,Alternative/Indie Rock,Comedy Rock,Indie Rock",Alto-1_Mixed_Voice_and_Falsetto_seasons_in_the_sun_Falsetto_Group_0001.wav,Alto-1,"vibrato, breathy","gentle, clear, warm",0.125,train
MT0013800071,"Lush,Passionate,Playful,Sensual,Sexual,Sexy,Stylish","Dance-Pop,Urban",Tenor-1_Breathy_You_Belong_With_Me_Breathy_Group_0009.wav,Tenor-1,"falsetto, vibrato","gentle, bright, smooth",0.125,train
MT0008425062,"Aggressive,Angry,Brash,Bravado,Cathartic,Confident,Confrontational,Energetic,Fiery,Hostile,Irreverent,Knotty,Playful,Rebellious,Reckless,Rowdy,Street-Smart,Summery,Swaggering,Urgent,Volatile","Hardcore Punk,Heavy Metal,Punk Metal,Punk/New Wave,Straight-Edge",Tenor-1_Glissando_You_Belong_With_Me_Glissando_Group_0002.wav,Tenor-1,"vibrato, falsetto, legato","warm, gentle, clear",0.085,train
MT0003285450,"Celebratory,Confident,Exuberant,Intense,Joyous,Provocative,Rousing,Smooth,Sophisticated","Afro-Cuban,Afro-Cuban Jazz,Cuban Traditions,Latin Jazz,Mambo,World Fusion",MT0003285450_vocals.wav,Oscar D'Leï¿½n,"belting, rhythmic phrasing","bright, powerful",0.995,train
MT0000446304,"Amiable/Good-Natured,Earnest,Happy,Indulgent,Innocent,Laid-Back/Mellow,Lazy,Light,Literate,Naive,Passionate,Plaintive,Playful,Precious,Refined,Reflective,Relaxed,Reserved,Searching,Self-Conscious,Slick,Stylish,Sugary,Sweet,Warm,Whimsical,Wry","Contemporary Jazz,Jazz-Funk,Vocal Pop",Alto-1_Mixed_Voice_and_Falsetto_la_vie_en_rose_Paired_Speech_Group_0005.wav,Alto-1,"Legato, Controlled tone","Warm, Smooth, Clear",0.87,train
MT0011996860,"Earnest,Earthy,Greasy,Lazy,Organic,Passionate,Plaintive,Reflective,Relaxed,Self-Conscious,Sentimental,Spicy,Summery,Weary,Wistful","North American Traditions,Zydeco",M2-FlyMeToTheMoon-JazzPop-Normal01.wav,M2,"vibrato, falsetto","gentle, clear, bright",0.125,train
MT0011327325,"Angst-Ridden,Bleak,Brooding,Gloomy,Intimate,Melancholy,Poignant,Reflective,Sad,Somber","Alternative Pop/Rock,Alternative/Indie Rock,Neo-Glam,Punk-Pop",Alto-1_Vibrato_if_you_love_me_for_me_Control_Group_0007.wav,Alto-1,"vibrato, legato","clear, bright, gentle",0.875,train
